IBTrACS -- Version: v03r10
Serial_Num,Season,Num,Basin,Sub_basin
N/A,Year,#,BB,BB
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009337S07096,2010,03, SI, MM
2009342S09140,2010,01, SP, EA
2009342S09140,2010,01, SP, EA
2009342S09140,2010,01, SP, EA
2009342S09140,2010,01, SP, EA
2009342S09140,2010,01, SP, EA
2009342S09140,2010,01, SP, EA
2009342S09140,2010,01, SP, EA
2009342S09140,2010,01, SP, EA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009342S09140,2010,01, SI, WA
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S07086,2010,04, SI, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2009346S10172,2010,02, SP, MM
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, WA
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010002S09096,2010,05, SI, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010018N07113,2010,01, WP, MM
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010019S11123,2010,06, SI, WA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010020S14147,2010,03, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010022S12160,2010,04, SP, EA
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S14184,2010,05, SP, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010027S17058,2010,07, SI, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010029S12177,2010,06, SP, MM
2010032S20042,2010,08, SI, MM
2010032S20042,2010,08, SI, MM
2010032S20042,2010,08, SI, MM
2010032S20042,2010,08, SI, MM
2010032S20042,2010,08, SI, MM
2010032S20042,2010,08, SI, MM
2010032S20042,2010,08, SI, MM
2010032S20042,2010,08, SI, MM
2010032S20042,2010,08, SI, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010038S08194,2010,07, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010040S11185,2010,08, SP, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010046S10058,2010,09, SI, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010051S06195,2010,09, SP, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010066S19050,2010,10, SI, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010067S25317,2010,01, SA, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010069S12188,2010,10, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
2010070S15168,2010,11, SP, MM
